Respondent ID,Branch,Function,Consent for care call engagement,Please select your gender,Kindly select age group,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",Did you participate in the wellness caravan during the wellness month?,"If No to Question 10, please state your reason for not participating","Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",Personal Factors Affecting Wellbeing - Career/Education,Personal Factors Affecting Wellbeing - Work Stressors,Personal Factors Affecting Wellbeing - Work-Life Imbalance,Personal Factors Affecting Wellbeing - Gen-Z Protests,Personal Factors Affecting Wellbeing - Marital Issues,Personal Factors Affecting Wellbeing - Financial Challenges,Personal Factors Affecting Wellbeing - Relationship Difficulties,Personal Factors Affecting Wellbeing - Parenting Challenges,Personal Factors Affecting Wellbeing - Anxiety/Depression,Personal Factors Affecting Wellbeing - Traumatic Experiences,Personal Factors Affecting Wellbeing - Loss & Grief,Personal Factors Affecting Wellbeing - Alcohol/Dependency,Personal Factors Affecting Wellbeing - Chronic Diseases,Personal Factors Affecting Wellbeing - Other,"During the year 2025, have you accessed the Employee Assistance Program counselling services?","If No to Question 13, please state your reason for not participating","Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",Financial Empowerment - Debt Management,Financial Empowerment - Retirement Planning,Financial Empowerment - Investment,Financial Empowerment - Financial Planning,Financial Empowerment - Other,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,Mental Health/Wellbeing Focus - Lifestyle Diseases,Mental Health/Wellbeing Focus - Addiction/Stigma,Mental Health/Wellbeing Focus - Men/Women Forum,Mental Health/Wellbeing Focus - Relationships/Marriages,Mental Health/Wellbeing Focus - Parenting/Childcare,Mental Health/Wellbeing Focus - Awareness Sessions,Mental Health/Wellbeing Focus - Financial Literacy,Mental Health/Wellbeing Focus - Workplace Relationships,Mental Health/Wellbeing Focus - Teens Program,Mental Health/Wellbeing Focus - Other,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building","Initiate family visit days to the office- e.g., during customer service week…",Improve social support structures among employees/team members,State any other program…,I am interested in the Mental Health Peer Counselling Training Program,I am interested in being trained as a wellness champion,Did you participate in the 2024 survey?,"If you participated in the 2024 survey , what changes have you observed",Any suggestions to include in our next survey?
118969545442,River Road Branch Kianjoya Bulding,Operations,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,WORK STRESS,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118969550274,Kapenguria Branch,Teller/Cashier,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118969553549,Eastleigh Branch,Operations,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,Yes,ENGAGING,NONE
118969555640,Kitale Branch,Operations,Yes,Female,35-44,Yes,No,ON LEAVE,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118969548819,Busia,Card Operations,Yes,Male,55-64,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118969561356,Westgate,Operations,Yes,Male,35-44,Yes,No,BUSY SCHEDULE,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118969567954,Bishops Gate,PAYMENT,Yes,Female,35-44,Yes,No,HYBRID,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,Debt management,,,,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Not Important.,Important,,Yes,No,No,NONE,NONE
118969576023,Absa Headquarters (KE),Operations,Yes,Female,35-44,Yes,No,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118969579447,Hurlingham Branch,Operations,Yes,Male,35-44,Yes,No,ON LEAVE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118969585237,JKIA Branch,Retail,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,Develop a Teens program on contemporary topics,,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118969589889,Kitale Branch,Retail,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118969596148,Eldoret Branch,Operations,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING,,,,,,NONE,,,,,,,,,,,NONE,Urgent,Urgent,Not Important.,Urgent,,No,No,No,NONE,NONE
118969598578,Queensway House,Retail,Yes,Female,35-44,Yes,No,AWAY ON LEAVE,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,,,,,WORK STRESS,Important,Important,Important,Important,,No,No,No,NONE,NONE
118969606916,Kisumu Branch,Operations,Yes,Female,45-54,Yes,No,BUSY SCHEDULE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Urgent,Urgent,Not Important.,Urgent,,No,No,Yes,ENGAGING WELL,NONE
118969613297,Muranga Branch,Retail,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,WORK LIFE INTEGRATION,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118969617980,Muranga Branch,Retail,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,WORK LIFE INTEGRATION,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING ,NONE
118969619816,Sarit Centre Prestige,Retail,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,LOSS AND GRIEF,Important,Important,Not Important.,Important,,Yes,No,Yes,ENGAGING,NONE
118970417994,Absa Headquarters (KE),Operations,Yes,Female,35-44,Yes,No,ON LEAVE,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118970425055,Wote Branch,Operations,Yes,Female,35-44,Yes,No,busy schedule,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,No,none,none
118970430296,Bunyala Road Branch,Operations,Yes,Male,45-54,Yes,No,cover limit,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,Financial planning,,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,No,none,none
118970433588,Meru Branch,Operations,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,Yes,engaging,none
118970437617,JKIA Branch,Teller/Cashier,Yes,Female,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,Yes,none,none
118970441661,Sarit Centre Prestige,Operations,Yes,Female,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,No,none,none
118970446163,Muthaiga Branch,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Parenting challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,Managing well,,,,,,,,,,,,Parenting and childcare,,,,,,Important,Important,Important,Important,,Yes,Yes,No,none,none
118970449928,Gilgil Express Branch,Operations,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,No,No,engaging,none
118970453383,Nakuru East Branch,Customer Service,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing well,,,,,,SAVINGS,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,No,No,none,none
118970467218,Absa Headquarters (KE),Risk,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,managing,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118970470870,Kakamega Branch,Operations,Yes,Female,35-44,Yes,No,ON LEAVE,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,,,,,,,,,,,BURNOUT,Important,Important,Important,Important,,Yes,Yes,Yes,ENGAGING,NONE
118970476469,Ongata Rongai Branch,Business Banking,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118970485272,Kisumu Branch,Teller/Cashier,Yes,Female,45-54,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,NO MANAGING,,,,,,,,,,,,,,,,,BURNOUT,Important,Important,Important,Important,,No,No,Yes,ENGAGING,NONE
118970490891,Absa Headquarters (KE),Retail,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,Yes,ENGAGING,NONE
118970495824,Kisumu Branch,Retail,Yes,Male,35-44,Yes,No,ON LEAVE,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,Yes,ENGAGING,NONE
118970515283,Embu Branch,Retail,Yes,Male,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,BURNOUT,Important,Important,Important,Important,,Yes,No,No,NONE,NONE
118970533070,Muthaiga Branch,ENQUIRY,Yes,Male,35-44,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,BURNOUT,Important,Important,Not Important.,Important,,No,No,Yes,NONE,NONE
118970536718,Kabarnet Branch,Retail,Yes,Female,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,Debt management,Retirement planning,Investment,Financial planning,,,Health and well-being including lifestyle diseases,,,,,,,,,,Important,Important,Important,Important,,Yes,Yes,Yes,ENGAGING,NONE
118970546130,Homa Bay Branch,Teller/Cashier,Yes,Male,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,Yes,ENGAGING,NONE
118970552488,Kitengela Plaza Branch,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELKL,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,No,Yes,ENGAGING,NONE
118970580808,Market Branch,Teller/Cashier,Yes,Male,25-34,Yes,No,Was on leave ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,Anxiety/depression,,,,,,,,,,,Urgent,Urgent,Important,Important,,No,No,Yes,,No suggestions 
118970584279,Eldoret Branch,Teller/Cashier,Yes,Female,35-44,Yes,No,Yet to participate ,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,,,,,,Financial planning,,,Health and well-being including lifestyle diseases,,,Building healthy relationships/marriages,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Important,Important,,No,No,Yes,None ,No suggestions 
118971369356,Meru Branch,Operations,Yes,Male,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,Men Cave/Women Forum,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118971375631,Limuru Branch,Operations,Yes,Female,25-34,No,No,ON LEAVE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Urgent,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118971379465,Market Branch,Customer Service,Yes,Female,35-44,Yes,No,ON LEAVE,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING,,,,,,,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118971382004,Queensway House,Operations,Yes,Male,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,Health and well-being including lifestyle diseases,,,,,,,,,,Urgent,Important,Important,Important,,Yes,Yes,Yes,ENGAGING,NONE
118971395292,Queensway House,Operations,Yes,Female,35-44,Yes,No,ON LEAVE,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Parenting challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,Parenting and childcare,,,,,,Urgent,Important,Important,Important,,No,No,Yes,,
118971403924,Absa Headquarters (KE),Corporate Banking,Yes,Male,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,Investment,,,,,,,,,,,,,NONE,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
